compound_name,GPCR_PME,relative_tmd_1,relative_tmd_2,relative_tmd_3,relative_tmd_4,relative_tmd_5,relative_tmd_6,relative_tmd_7,adjusted_tmd_delta_G_1,adjusted_tmd_delta_G_2,adjusted_tmd_delta_G_3,adjusted_tmd_delta_G_4,adjusted_tmd_delta_G_5,adjusted_tmd_delta_G_6,adjusted_tmd_delta_G_7,relative_N_terminal_loop_length,relative_downstream_loop_length_1,relative_upstream_loop_length_1,relative_downstream_loop_length_2,relative_upstream_loop_length_2,relative_downstream_loop_length_3,relative_upstream_loop_length_3,relative_C_terminal_loop_length,Molecular_Weight,Isoelectric_Point,Aromaticity,instability_index,gravy,sasa_total,sasa_crg,sasa_plr,sasa_aplr,f_crg,f_plr,f_aplr,alpha_helix,3_10_helix,extended_configuration,isolated_beta_bridge,turn,coil,CAI,Nc,GC3s,CpG_frame1_2,avgCU,CPS_sum,CPSpL,Global_tAI,tAI10Min,tAI10Max,tAI10q25.25.,tAI10q75.75.,avgCU_first20,avgCU_first10,avgCU_first5,GC,GC10min,GC10q25,GC10q75,GC10max,X40deltaG,X40freqens,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,deltaG,freqens,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss
ENST00000408898,729.239541,0.08064516,0.06451613,0.08064516,0.08064516,0.07419355,0.07741935,0.06774194,-2.2944302,1.66542612,0.48235264,-3.2080978,0.48052668,0.52891665,3.38540365,0.07419355,0.02903226,0.07096774,0.0516129,0.09677419,0.05483871,0.03870968,0.05806452,34605.3244,8.65031948,0.10967742,36.2684516,0.79612903,16996.6738,4236.83312,4275.63081,8484.20992,0.24927425,0.25155691,0.49916884,0.77741935,0.01935484,0.02903226,0.00645161,0.07741936,0.09032258,0.186,50.26,0.389,0.004,0.528703931,115.5699559,0.071032548,0.308019,0.005592,0.758901,0.183936,0.468177,0.5195,0.507,0.42,0.393778142,0.06666667,0.3,0.466666667,0.666666667,-31.9,16.05,0.90459073,0.782345535,0.3995545,0.69189646,0.930789017,0.995018249,-1241.45,1262.06,0.580998539,0.00097235,0.470079432,0.71617923,0.999509352
ENST00000555099,909.67692,0.08090615,0.06148867,0.05177994,0.0776699,0.07443366,0.08090615,0.06796117,-0.067871,1.89048023,1.88571788,1.1555704,-2.3867479,0.27824958,2.17673429,0.07443366,0.01294498,0.10355987,0.06796117,0.12297735,0.02588997,0.02912621,0.06796117,34582.0328,8.71685085,0.10679612,37.600356,0.76084142,16072.629,3879.60239,4401.44583,7791.5808,0.24137945,0.27384729,0.48477326,0.77346278,0.00970874,0.02912621,0.00647249,0.03883495,0.14239482,0.246,53.89,0.489,0.006,0.587015385,42.14527806,0.130078019,0.38674,0.024918,0.744454,0.384816,0.509111,0.6885,0.678,0.744,0.438974,0.233333333,0.4,0.5,0.633333333,-24.5,26.84,0.0143138,0.253606563,0.0079789,0.01990365,0.490136429,0.56286833,-252.3,208.86,0.548946129,0.0079789,0.410990315,0.698644168,0.950781963
ENST00000375024,565.024857,0.08038585,0.06430868,0.07073955,0.08038585,0.07717042,0.08038585,0.06752412,-2.9259498,2.32839969,2.21634018,3.2599591,-1.3362179,-0.7041171,2.52620025,0.07717042,0.02250804,0.06109325,0.07395498,0.1221865,0.02572347,0.02893891,0.06752412,34573.6069,8.56715527,0.11575563,33.4119293,0.70289389,16645.199,4568.73488,3710.01712,8366.44704,0.27447764,0.22288812,0.50263424,0.77491961,0.02250804,0.02893891,0.00643087,0.05144695,0.11575563,0.19,54.9,0.437,0.018,0.552096283,102.7109575,0.062628633,0.338365,0.015721,0.75872,0.311807,0.483729,0.5015,0.541,0.438,0.467411168,0.03333333,0.366666667,0.566666667,0.866666667,-37,36.57,0.813390762,0.667850272,0.470168073,0.592960953,0.743265339,0.827553602,-1507.7,1361.94,0.597412726,0.00107375,0.473654808,0.737737117,0.99961617
ENST00000338616,763.368093,0.07792208,0.06493506,0.07792208,0.08116883,0.08116883,0.07792208,0.06818182,-1.3970533,2.13574766,0.84915259,-0.9751024,-2.1133973,2.1584826,3.41010191,0.08116883,0.02272727,0.07792208,0.05194805,0.0974026,0.0487013,0.03896104,0.05194805,34569.9163,9.24697437,0.12012987,28.4062338,0.70324675,17346.8412,4089.05225,4432.80479,8824.98413,0.23572316,0.2555396,0.50873724,0.74350649,0.03896104,0.02922078,0.00649351,0.08116883,0.10064935,0.206,51.09,0.323,0.002,0.499462103,13.72313706,0.03363514,0.318958,0.020749,0.701406,0.314271,0.476306,0.704,0.714,0.714,0.366151343,0.133333333,0.333333333,0.433333333,0.633333333,-22.7,19.55,0.586124839,0.67547654,0.397624035,0.57959327,0.757195672,0.902218088,-275.4,279.52,0.55474037,0.02467636,0.432601293,0.695629799,0.97942381
ENST00000641722,805.702062,0.08038585,0.06430868,0.07073955,0.06430868,0.08038585,0.08038585,0.06752412,-3.2518856,2.32839969,2.21634018,3.11541803,-1.0047573,-0.4266538,2.52620025,0.07073955,0.02893891,0.06109325,0.05144695,0.1607717,0.02250804,0.02893891,0.06752412,34568.8104,8.99245319,0.11575563,34.0051768,0.74051447,16875.1326,4512.25004,3620.70278,8742.17973,0.26739049,0.21455848,0.51805103,0.76527331,0.02250804,0.02893891,0.00643087,0.05144695,0.12540193,0.149,49.74,0.365,0.008,0.483901099,19.65134849,0.054135946,0.311649,0.046366,0.657624,0.187933,0.467042,0.44,0.587,0.302,0.421774931,0.2,0.366666667,0.466666667,0.733333333,-33.8,21.06,0.655286682,0.733108843,0.462330496,0.604645455,0.87819363,0.960336005,-260.4,309.36,0.576798469,0.0668314,0.445124768,0.701711253,0.99284744
ENST00000302581,876.023383,0.08090615,0.05825243,0.08090615,0.06796117,0.08090615,0.0776699,0.06796117,-2.8211632,3.32583054,0.93201532,1.45462365,-3.4599602,1.18363035,2.70752232,0.0776699,0.01618123,0.05177994,0.05825243,0.14239482,0.0420712,0.03883495,0.05825243,34567.7585,8.58404598,0.14239482,43.6020065,0.76957929,16660.8981,3883.42571,4184.30259,8593.16983,0.23308622,0.25114508,0.5157687,0.77346278,0.02912621,0.02912621,0.00647249,0.02912621,0.13268608,0.208,51.77,0.406,0.007,0.538997773,159.5404024,0.088880447,0.28653,0.014414,0.738901,0.171311,0.477257,0.5825,0.609,0.706,0.415213358,0.06666667,0.333333333,0.5,0.766666667,-30.5,27.09,0.251811113,0.392144188,0.001361,0.276466894,0.56181914,0.6525185,-1480.08,1410.3,0.576046256,0.001361,0.442036836,0.723317714,0.997875193
ENST00000641732,724.010691,0.08090615,0.08090615,0.0776699,0.06148867,0.0776699,0.06148867,0.08090615,-2.728632,1.32487715,2.60766928,2.48954756,-1.4305603,2.81206464,3.41028346,0.08090615,0.02588997,0.0420712,0.05825243,0.12944984,0.07119741,0.01294498,0.05825243,34564.4624,8.96208858,0.12297735,36.3913269,0.57313916,16382.9271,3992.14392,4524.01852,7866.76462,0.24367709,0.27614226,0.48018065,0.78317152,0.01941748,0.02912621,0.00647249,0.06796117,0.09385113,0.192,49.46,0.366,0.01,0.517972743,63.93595651,0.109105728,0.333978,0.01775,0.671343,0.29798,0.473979,0.5365,0.562,0.486,0.430192963,0.06666667,0.333333333,0.533333333,0.733333333,-13.1,14.47,0.523192102,0.65291056,0.05576414,0.589586911,0.818159361,0.923947743,-469.7,597.17,0.60619274,0.02037092,0.487202252,0.74985798,0.98862279
ENST00000625203,145.018223,0.08038585,0.08038585,0.07717042,0.07717042,0.08038585,0.07073955,0.06752412,-3.0530501,3.41934884,-0.7811531,-0.2100526,-1.0821735,2.27131028,2.11851902,0.07073955,0.03536977,0.05466238,0.07073955,0.08681672,0.05466238,0.03536977,0.05787781,34558.9237,8.29284229,0.10610932,38.1711576,0.81318328,16254.7965,4387.73638,3889.3607,7977.6994,0.26993487,0.23927465,0.49079048,0.77491961,0.01929261,0.02893891,0.0096463,0.05466238,0.11254019,0.195,50.16,0.462,0.006,0.56481665,78.66330296,0.078038991,0.309504,0.016231,0.718501,0.180922,0.4736,0.4675,0.413,0.386,0.415592996,0.1,0.333333333,0.5,0.666666667,-18.4,19.67,0.594645969,0.399882406,0.213630645,0.235545806,0.555499614,0.73595353,-777.1,624.58,0.545854796,0.00302561,0.407003947,0.686471286,0.998886465
ENST00000690330,1025.43946,0.08090615,0.08090615,0.0776699,0.08090615,0.08090615,0.05501618,0.06796117,-0.3656777,0.96613968,0.20600638,1.12118244,-2.2532648,-0.6304687,4.26025979,0.05825243,0.0420712,0.05501618,0.04854369,0.10679612,0.06796117,0.02912621,0.06796117,34557.3942,8.44737301,0.10679612,38.2398058,0.8828479,15829.6222,3904.86991,3662.74185,8262.01041,0.24668118,0.2313853,0.52193352,0.78317152,0.00970874,0.02912621,0.00647249,0.05177994,0.1197411,0.188,50.69,0.361,0.007,0.521022611,158.4135048,0.081446532,0.313924,0.014934,0.728195,0.204973,0.465879,0.357,0.408,0.434,0.382534247,0.06666667,0.3,0.466666667,0.733333333,-14.3,30.85,0.581401532,0.533290068,0.31965954,0.43293665,0.626648507,0.68348896,-1532.68,1594.15,0.585752437,0.00301845,0.454027809,0.74808522,0.999859668
ENST00000506868,925.587842,0.07692308,0.08361204,0.06020067,0.08361204,0.08361204,0.08026756,0.05685619,-2.8693269,-1.7442825,1.21923213,-2.9189303,-1.5283321,-4.0909653,2.18017774,0,0.07692308,0.0735786,0.03010033,0.11036789,0.07692308,0.06354515,0.04347826,34557.3787,9.83092899,0.13377926,31.8716388,0.82876254,18370.5778,4812.64866,3649.4345,9908.49459,0.2619759,0.19865649,0.53936761,0.88963211,0.02006689,0,0,0.02675585,0.06354515,0.187,51.05,0.363,0.005,0.513050459,56.24524877,0.064575487,0.293561,0.016753,0.717868,0.171723,0.473728,0.426,0.405,0.39,0.359434683,0.1,0.266666667,0.433333333,0.633333333,-28.6,9.73,0.467009656,0.545153059,0.260334969,0.481786525,0.669581803,0.739577353,-623.7,499.15,0.551499372,0.02265613,0.417739746,0.693664235,0.99682947
ENST00000328188,902.36543,0.08090615,0.05177994,0.05177994,0.08090615,0.07443366,0.08090615,0.06472492,-2.9005829,2.78682399,3.01557545,-0.0451968,-1.8273833,-0.6229305,2.57117242,0.07443366,0.02265372,0.10355987,0.05825243,0.12944984,0.02588997,0.02912621,0.07119741,34533.1073,8.18962841,0.11326861,33.3686408,0.79126214,16281.5474,3973.06077,3909.87425,8398.61234,0.24402231,0.24014144,0.51583625,0.77346278,0.02912621,0.02912621,0.00647249,0.02588997,0.13592233,0.19,50.68,0.343,0.005,0.505636173,65.02257054,0.068444811,0.294382,0.011239,0.663706,0.183276,0.47078,0.4445,0.395,0.426,0.384238179,0.06666667,0.3,0.466666667,0.7,-24.1,16.84,0.625363537,0.682559782,0.42814786,0.50716747,0.803601198,0.888491384,-733.5,685,0.607334846,0.03396312,0.470646435,0.768127096,0.998948337
ENST00000431524,114.482065,0.08038585,0.08038585,0.07073955,0.05466238,0.08038585,0.08038585,0.06752412,-2.7291344,1.71012579,2.00329125,3.02554069,-1.5515178,-0.0288597,2.78344959,0.07717042,0.0192926,0.04823151,0.05144695,0.14790997,0.04501608,0.02893891,0.06752412,34518.7917,9.14053707,0.11897106,36.8312219,0.73794212,16916.802,4608.19034,3668.45746,8640.15425,0.27240316,0.21685289,0.51074395,0.77813505,0.03215434,0.02893891,0.00643087,0.03536978,0.11897106,0.207,51.47,0.439,0.013,0.568285714,30.93301383,0.098512783,0.309399,0.048731,0.684893,0.175804,0.482321,0.6285,0.687,0.778,0.413756614,0.233333333,0.366666667,0.466666667,0.666666667,-27.9,25.4,0.47045591,0.688657178,0.248608548,0.59909538,0.784901594,0.923498322,-225.6,205.61,0.562521046,0.02318001,0.456485506,0.681677962,0.99864054
ENST00000641585,315.057985,0.08038585,0.06430868,0.07073955,0.05466238,0.08038585,0.08038585,0.06109325,-2.9259498,2.32839969,2.21634018,2.51433029,-1.2575343,-0.0288597,3.12791695,0.07717042,0.02250804,0.06109325,0.05144695,0.17041801,0.02250804,0.0096463,0.09324759,34516.4526,8.85068722,0.12540193,33.3003537,0.66784566,16962.2796,4183.11747,3876.86248,8902.29966,0.24661293,0.22855787,0.5248292,0.77813505,0.02250804,0.02893891,0.00643087,0.04501608,0.11897106,0.188,55.28,0.484,0.017,0.559564356,96.63917185,0.063830365,0.353151,0.007738,0.764857,0.338127,0.49725,0.4575,0.397,0.346,0.456986,0.166666667,0.366666667,0.566666667,0.766666667,-26.8,25.28,0.631506464,0.568946205,0.40896982,0.481154856,0.649274373,0.740013832,-1374.68,1068.41,0.602939264,0.00538804,0.482724175,0.74186592,0.998812344
ENST00000320002,1207.9816,0.08090615,0.07119741,0.0776699,0.07443366,0.08090615,0.0776699,0.06796117,-2.5127468,1.45663159,1.50869025,2.01235593,-1.003929,0.00358381,3.07448924,0.08414239,0.01618123,0.05825243,0.07443366,0.09708738,0.04854369,0.03883495,0.05177994,34505.6144,8.0379343,0.11003236,31.0476699,0.69676375,16307.4391,4127.8164,3579.19687,8600.42587,0.25312475,0.21948246,0.52739279,0.76699029,0.03236246,0.02265372,0.00647249,0.0776699,0.09385113,0.172,51.23,0.383,0.005,0.514834984,100.8236233,0.055489061,0.300626,0.007022,0.680394,0.181248,0.468234,0.507,0.624,0.518,0.424853372,0.1,0.333333333,0.5,0.733333333,-21.3,35.77,0.790994449,0.782752518,0.635483755,0.7250458,0.825855614,0.932003073,-1582.1,1493.69,0.617671712,0.00262092,0.500890903,0.76874165,0.999196968
ENST00000247883,122.949582,0.0735786,0.08026756,0.08026756,0.08361204,0.06688963,0.06688963,0.07023411,-1.3892232,-0.7988423,-1.1120166,-1.8043467,0.07515449,0.09161834,2.26323208,0,0.07692308,0.02006689,0.08361204,0.09364548,0.06688963,0.07023411,0.06688963,34504.8405,9.85929508,0.15719064,44.092709,0.590301,19011.1593,4574.82797,4185.31195,10251.0194,0.24063908,0.22015027,0.53921064,0.86622074,0,0,0,0.06020067,0.0735786,0.215,49.38,0.514,0.003,0.602476191,42.40014095,0.135032296,0.365655,0.069411,0.656535,0.351774,0.498487,0.6395,0.681,0.622,0.424338624,0.233333333,0.366666667,0.466666667,0.633333333,-27.5,25.75,0.49617423,0.499771874,0.38070544,0.448214598,0.540938117,0.65040995,-260.6,146.31,0.553073345,0.05324462,0.38575641,0.724962762,0.99849627
ENST00000335238,916.740385,0.08090615,0.05177994,0.07119741,0.07443366,0.07119741,0.08090615,0.06796117,-1.3418694,2.84261772,0.76891582,-0.5856373,-1.7640428,-1.7936076,2.60337686,0.0776699,0.01941748,0.10355987,0.01294498,0.15857605,0.03236246,0.02912621,0.06796117,34491.116,8.67030468,0.10679612,34.5424272,0.87799353,15976.087,4059.92064,3821.52554,8094.64087,0.25412484,0.23920285,0.50667231,0.76699029,0.00970874,0.02912621,0.00647249,0.05501618,0.13268608,0.17,50.85,0.366,0.005,0.508442396,68.52409864,0.063214113,0.322699,0.045175,0.733195,0.19369,0.476497,0.4875,0.547,0.418,0.400614439,0.133333333,0.333333333,0.466666667,0.7,-28.7,24.71,0.19837536,0.343511179,0.107305311,0.218487216,0.480312472,0.624296564,-864.7,809.6,0.562694492,0.00922808,0.404763483,0.72154385,0.997699313
ENST00000542433,110.783871,0.08064516,0.06451613,0.07741935,0.06774194,0.07419355,0.05806452,0.06774194,-2.58069,0.29957387,1.37500644,1.61423437,-0.5028046,0.99750922,2.47928886,0.08387097,0.02258065,0.08709677,0.02903226,0.13548387,0.08064516,0.02580645,0.04516129,34471.7368,9.03738766,0.11612903,31.2235806,0.7316129,16683.9508,4276.00036,3285.61767,9122.33278,0.25629423,0.19693283,0.54677294,0.76774194,0.00967742,0.02903226,0.00645161,0.04193548,0.14516129,0.153,50.23,0.408,0.006,0.50586558,17.50237645,0.035719136,0.331573,0.033541,0.777679,0.309543,0.489158,0.464,0.478,0.51,0.430800543,0.2,0.4,0.466666667,0.666666667,-26.27,25.04,0.693779012,0.620786143,0.275834756,0.47188496,0.774518835,0.795521391,-395.7,341.56,0.596964469,0.00778764,0.470251717,0.739653924,0.993215388
ENST00000309562,131.267224,0.08090615,0.08090615,0.08090615,0.0776699,0.07119741,0.08090615,0.06796117,0.30543856,2.00315356,-1.0877258,1.47029738,-0.6819179,-0.3908147,2.28718928,0.0776699,0.02265372,0.05501618,0.05501618,0.12297735,0.02912621,0.02912621,0.06796117,34455.6427,7.54295483,0.12297735,49.8440453,0.85080906,16017.1204,4209.66204,3403.82269,8403.63571,0.26282265,0.21251153,0.52466582,0.76375405,0.00970874,0.02912621,0.00647249,0.07119741,0.1197411,0.175,53.18,0.534,0.017,0.577261462,81.0115484,0.100510606,0.342148,0.009595,0.656741,0.33633,0.494121,0.5955,0.693,0.808,0.473380107,0.06666667,0.366666667,0.566666667,0.766666667,-28.6,11.23,0.590587732,0.451926631,0.138651728,0.267611831,0.590686101,0.84772594,-752.8,575.44,0.595514297,0.00234398,0.473820063,0.743708196,0.999411869
ENST00000528616,997.239604,0.08196721,0.05245902,0.07868852,0.05901639,0.07540984,0.0557377,0.06885246,-2.572376,1.80032406,-0.6900552,1.97635871,-0.9103311,1.09598454,2.78005871,0.08196721,0.02622951,0.06885246,0.04918033,0.17377049,0.04918033,0.03606557,0.04262295,34449.3654,8.6961565,0.13770492,45.6437377,0.57770492,16574.1279,4837.15038,4048.88342,7688.09413,0.29184947,0.24428938,0.46386116,0.78688525,0.00983607,0.0295082,0.00655738,0.03278689,0.13442623,0.172,50.97,0.327,0.015,0.495970409,76.37181833,0.066525974,0.283959,0.012187,0.702262,0.176201,0.460201,0.344,0.296,0.288,0.373151638,0.06666667,0.266666667,0.466666667,0.766666667,-11,35.74,0.664457578,0.295851923,0.01563567,0.04271424,0.46882092,0.726479831,-823.08,860.04,0.553062929,0.00838085,0.425710746,0.689955174,0.999815002
ENST00000308682,157.333338,0.07692308,0.07692308,0.07692308,0.08012821,0.07371795,0.07692308,0.06730769,-1.8084305,1.71837225,0.03417275,-2.671928,-0.5687594,1.48249842,3.71232329,0.08012821,0.02884615,0.04487179,0.07051282,0.09294872,0.05448718,0.03846154,0.06089744,34447.5313,7.04510212,0.11858974,42.4936218,0.75737179,16709.885,3877.19759,4427.67236,8405.01502,0.23203018,0.26497324,0.50299658,0.79487179,0.01923077,0.02884615,0,0.05448718,0.1025641,0.176,51.23,0.396,0.005,0.538010533,169.0252225,0.098960903,0.310353,0.016042,0.762359,0.191942,0.464636,0.4535,0.611,0.792,0.393135725,0,0.333333333,0.466666667,0.733333333,-25.3,29.9,0.562857566,0.536089707,0.20128458,0.4722799,0.6135143,0.730231737,-1321.3,1111.1,0.577603666,0.00189134,0.454217358,0.723727837,0.999659401
ENST00000357821,865.900669,0.08116883,0.07142857,0.07792208,0.08116883,0.08116883,0.07792208,0.05844156,-2.4505716,2.70261127,-0.936879,-1.9076458,0.05696363,0.0898795,3.28969061,0.08441558,0.01623377,0.05844156,0.04220779,0.12337662,0.0487013,0.0487013,0.0487013,34444.7385,8.69667225,0.13636364,39.6643182,0.82175325,15929.3527,3472.81265,3815.04509,8641.49496,0.21801342,0.23949781,0.54248877,0.75649351,0.02922078,0.02922078,0.00649351,0.03571429,0.14285714,0.246,52,0.355,0.006,0.541625344,21.26931674,0.058755019,0.381992,0.120171,0.585032,0.358964,0.470888,0.524,0.402,0.434,0.465565,0.266666667,0.4,0.533333333,0.633333333,-21.6,13.9,0.793363528,0.7006401,0.415979517,0.681642588,0.772338641,0.875385423,-301.4,246,0.57927433,0.00479357,0.486625284,0.697440454,0.97524318
ENST00000641125,452.415778,0.07961783,0.07006369,0.07643312,0.06687898,0.07006369,0.07961783,0.06687898,-3.0369691,2.56783984,-0.0790467,1.26965125,-0.2694837,1.05987442,3.65511404,0.07961783,0.01910828,0.07006369,0.02866242,0.13375796,0.05732484,0.03503185,0.06687898,34443.5079,7.5694418,0.09872612,41.6433758,0.72006369,16707.0251,3759.22467,4183.29585,8764.50458,0.22500862,0.25039143,0.52459995,0.77070064,0.01910828,0.02866242,0.00636943,0.05414013,0.12101911,0.179,49.01,0.357,0.006,0.510597686,93.72165889,0.060271163,0.30373,0.012362,0.637618,0.192517,0.466339,0.561,0.553,0.496,0.400856531,0.1,0.333333333,0.466666667,0.733333333,-24.7,21.34,0.11949767,0.412354837,0.02833095,0.244674202,0.589416282,0.770956032,-1233.4,1229.16,0.606243343,0.00344951,0.488570106,0.74023968,0.997535055
ENST00000305444,110.551911,0.07692308,0.07051282,0.08012821,0.08012821,0.08012821,0.07692308,0.08012821,-1.6986688,0.73020418,-0.0020122,-1.0413611,-0.8622447,0.77130571,3.50145332,0.08012821,0.0224359,0.04807692,0.06730769,0.1025641,0.04807692,0.02564103,0.06089744,34439.046,8.53363171,0.09935897,30.3971474,0.87019231,17218.0614,3996.8291,3990.32009,9230.91219,0.23213003,0.231752,0.53611797,0.76923077,0.01923077,0.02884615,0.00641026,0.02564103,0.15064103,0.197,52.56,0.367,0.008,0.517299528,58.95810465,0.069608152,0.313191,0.021925,0.769691,0.191743,0.487643,0.4215,0.382,0.27,0.398428291,0.133333333,0.333333333,0.466666667,0.633333333,-23.9,17.6,0.704137934,0.545084614,0.299659139,0.470173263,0.60576708,0.773820723,-617.4,662.24,0.552259992,0.00274707,0.408990651,0.700393466,0.99268443
ENST00000311352,827.797256,0.078125,0.078125,0.078125,0.075,0.078125,0.078125,0.071875,0.03484789,0.00542284,1.55486388,-0.3013295,1.03635655,0.89886239,3.25262152,0.09375,0.025,0.03125,0.075,0.09375,0.046875,0.040625,0.05625,34413.6167,9.03945065,0.096875,36.0537813,0.8015625,17615.7643,3825.32634,3746.17968,10044.2583,0.21715358,0.21266064,0.57018578,0.759375,0.009375,0.04375,0.003125,0.08125,0.103125,0.239,47.82,0.625,0.015,0.651690962,48.41457632,0.141563089,0.413702,0.067362,0.629017,0.381151,0.49464,0.5425,0.402,0.586,0.487852284,0.266666667,0.433333333,0.533333333,0.733333333,-10.8,22.52,0.02523401,0.09622036,0.0134036,0.02229475,0.104074781,0.396492958,-281.07,211.23,0.520738877,0.0134036,0.379820323,0.67672264,0.997735868
ENST00000304936,494.611007,0.05769231,0.06089744,0.08012821,0.05128205,0.08012821,0.08012821,0.06730769,-1.2157658,3.27375736,-1.4323076,0.28099777,-1.1516867,0.16426339,2.71985086,0.07051282,0.05128205,0.08012821,0.04166667,0.15064103,0.03205128,0.03525641,0.06089744,34411.5525,8.9600256,0.10576923,41.6330769,0.6474359,17549.6382,4566.02057,3769.41084,9214.20678,0.26017748,0.21478567,0.52503685,0.76282051,0.01923077,0.0224359,0.00641026,0.11217949,0.07692308,0.24,51.43,0.616,0.019,0.624696486,38.27034185,0.122661352,0.395111,0.114558,0.741461,0.376048,0.5057,0.6835,0.752,0.648,0.498402556,0.2,0.433333333,0.566666667,0.7,-33.3,33.32,0.634337678,0.587514656,0.375542129,0.526542987,0.6708822,0.764001075,-266.1,233.69,0.549702354,0.04669283,0.421641832,0.680444958,0.98144407
ENST00000356130,893.89465,0.08090615,0.07119741,0.08090615,0.08090615,0.08090615,0.08090615,0.07119741,-2.3850685,1.10386711,1.18132315,0.97089877,-1.5113235,0.28928466,4.7543473,0.08414239,0.01618123,0.03559871,0.04854369,0.13268608,0.04854369,0.03236246,0.05501618,34403.3453,6.56515369,0.14239482,43.2786731,0.83300971,16071.0003,3144.85945,3740.34864,9185.79218,0.19568536,0.23273901,0.57157563,0.76699029,0.02912621,0.02912621,0.00647249,0.0420712,0.12621359,0.205,54.92,0.403,0.028,0.528598131,47.09447035,0.1102915,0.32624,0.046457,0.663754,0.190297,0.484751,0.5295,0.512,0.426,0.489494163,0.233333333,0.433333333,0.566666667,0.7,-26.3,18.86,0.332932566,0.501943965,0.278401048,0.363475672,0.635076621,0.704993526,-374.9,252.13,0.565552946,0.02059357,0.431344974,0.71102216,0.998031596
ENST00000334857,1078.45087,0.08090615,0.08090615,0.08090615,0.08090615,0.07443366,0.0776699,0.07119741,-2.8051608,1.09948025,0.29093353,0.34318736,-1.0552119,1.258817,2.8378833,0.08414239,0.02265372,0.03236246,0.06796117,0.11003236,0.04530744,0.03559871,0.05501618,34400.8094,8.64973927,0.11326861,28.7867314,0.87961165,16385.8384,4595.41528,3889.14491,7901.27822,0.28045042,0.23734794,0.48220164,0.75728155,0.01941748,0.02912621,0.00647249,0.0776699,0.11003236,0.19,45.13,0.336,0.004,0.506510204,31.62773821,0.064678401,0.330756,0.028704,0.622072,0.320578,0.447921,0.6065,0.629,0.81,0.365057784,0.133333333,0.3,0.433333333,0.533333333,-14.3,29.67,0.687441294,0.614938016,0.31483645,0.584051012,0.670220676,0.753135117,-343.4,262.46,0.56653774,0.06534959,0.449587259,0.696234121,0.9955956
ENST00000381951,207.460737,0.08090615,0.08090615,0.06796117,0.07443366,0.0776699,0.07443366,0.07119741,-1.790224,1.18661859,1.63086744,1.88510911,-0.4097064,1.52786011,3.01321093,0.08414239,0.02265372,0.01941748,0.06796117,0.13915858,0.03559871,0.04530744,0.05825243,34395.5724,8.81065235,0.12621359,38.6291586,0.7012945,15931.4147,3346.73657,4508.0996,8076.57853,0.21007152,0.2829692,0.50695928,0.77669903,0.02912621,0.02265372,0.00647249,0.03559871,0.12944984,0.17,48.42,0.43,0.005,0.520767196,1.459057002,0.003870178,0.352911,0.036981,0.667987,0.336374,0.482103,0.5465,0.647,0.678,0.448944,0.2,0.4,0.5,0.6,-18.2,31.62,0.48508607,0.655382964,0.125329174,0.614089809,0.784562842,0.92798123,-277.5,273.52,0.517161506,0.01590886,0.365079969,0.692904701,0.985721972
ENST00000306842,710.774497,0.08064516,0.07096774,0.07741935,0.08064516,0.08064516,0.06774194,0.06774194,-1.7966054,1.00847844,-0.234169,-0.570769,0.46997661,1.06782522,2.03230026,0.08064516,0.01612903,0.05806452,0.03225806,0.13225806,0.05806452,0.03870968,0.05806452,34371.6118,8.50603924,0.12903226,40.9061935,0.86225806,16198.2934,3309.19908,4265.67502,8623.41933,0.20429307,0.26334101,0.53236592,0.78064516,0.01935484,0.03225807,0.00645161,0.05806452,0.10322581,0.167,50.67,0.384,0.005,0.510756036,211.3362866,0.067154842,0.295113,0.000849,0.807346,0.174861,0.475726,0.4625,0.437,0.432,0.397818721,0.06666667,0.333333333,0.466666667,0.733333333,-16.8,33.83,0.227383057,0.519822422,0.141047606,0.318213954,0.672810071,0.779344389,-2442.9,2995.96,0.57869875,0.00025291,0.449923742,0.720325637,0.99981
ENST00000382492,212.395843,0.08361204,0.08026756,0.08026756,0.06688963,0.07023411,0.08026756,0.05351171,-1.7840101,-1.600017,0.81327552,0.21237954,-2.9501477,-0.1153055,-1.5156376,0.01672241,0.08026756,0.01003344,0.06020067,0.13043478,0.06688963,0.02006689,0.10033445,34332.544,9.87489643,0.14715719,34.3933779,1.04749164,19087.1455,4882.30044,3097.46773,11107.3773,0.25578997,0.1622803,0.58192972,0.8729097,0,0,0,0.05016722,0.07692308,0.245,51.08,0.582,0.003,0.627380192,38.29726543,0.122747646,0.391264,0.062634,0.660637,0.378741,0.495877,0.663,0.688,0.674,0.454739084,0.3,0.4,0.5,0.633333333,-20.6,26.21,0.85249867,0.526449048,0.00561891,0.280628442,0.790357251,0.909907525,-231.02,172.93,0.526382612,0.00561891,0.389953979,0.691384233,0.948271735
